pokedex_number,name,type1,type2,isGround,isDragon,isBug,isRock,isDark,isElectric,isFairy,isGrass,isIce,isSteel,isFighting,isPsychic,isNormal,isFire,isPoison,isWater,isGhost,isFlying,imagePath
159,Croconaw,water,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/159.png
160,Feraligatr,water,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/160.png
161,Sentret,normal,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/161.png
162,Furret,normal,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/162.png
163,Hoothoot,normal,flying,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/163.png
164,Noctowl,normal,flying,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/164.png
165,Ledyba,bug,flying,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/165.png
166,Ledian,bug,flying,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/166.png
167,Spinarak,bug,poison,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/167.png
168,Ariados,bug,poison,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/168.png
169,Crobat,poison,flying,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/169.png
170,Chinchou,water,electric,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/170.png
171,Lanturn,water,electric,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/171.png
172,Pichu,electric,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/172.png
173,Cleffa,fairy,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/173.png
174,Igglybuff,normal,fairy,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/174.png
175,Togepi,fairy,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/175.png
176,Togetic,fairy,flying,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/176.png
177,Natu,psychic,flying,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/177.png
178,Xatu,psychic,flying,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/178.png
179,Mareep,electric,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/179.png
180,Flaaffy,electric,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/180.png
181,Ampharos,electric,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/181.png
182,Bellossom,grass,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/182.png
183,Marill,water,fairy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/183.png
184,Azumarill,water,fairy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/184.png
185,Sudowoodo,rock,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/185.png
186,Politoed,water,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/186.png
187,Hoppip,grass,flying,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/187.png
188,Skiploom,grass,flying,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/188.png
189,Jumpluff,grass,flying,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/189.png
190,Aipom,normal,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/190.png
191,Sunkern,grass,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/191.png
192,Sunflora,grass,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/192.png
193,Yanma,bug,flying,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/193.png
194,Wooper,water,ground,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/194.png
195,Quagsire,water,ground,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/195.png
196,Espeon,psychic,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/196.png
197,Umbreon,dark,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/197.png
198,Murkrow,dark,flying,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/198.png
199,Slowking,water,psychic,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/199.png
200,Misdreavus,ghost,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/200.png
201,Unown,psychic,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/201.png
202,Wobbuffet,psychic,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/202.png
203,Girafarig,normal,psychic,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/203.png
204,Pineco,bug,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/204.png
205,Forretress,bug,steel,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/205.png
206,Dunsparce,normal,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/206.png
207,Gligar,ground,flying,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/207.png
208,Steelix,steel,ground,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/208.png
209,Snubbull,fairy,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/209.png
210,Granbull,fairy,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/210.png
211,Qwilfish,water,poison,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/211.png
212,Scizor,bug,steel,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/212.png
213,Shuckle,bug,rock,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/213.png
214,Heracross,bug,fighting,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/214.png
215,Sneasel,dark,ice,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/215.png
216,Teddiursa,normal,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/216.png
217,Ursaring,normal,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/217.png
218,Slugma,fire,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/218.png
219,Magcargo,fire,rock,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/219.png
220,Swinub,ice,ground,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/220.png
221,Piloswine,ice,ground,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/221.png
222,Corsola,water,rock,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/222.png
223,Remoraid,water,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/223.png
224,Octillery,water,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/224.png
225,Delibird,ice,flying,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/225.png
226,Mantine,water,flying,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/226.png
227,Skarmory,steel,flying,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/227.png
228,Houndour,dark,fire,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/228.png
229,Houndoom,dark,fire,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/229.png
230,Kingdra,water,dragon,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/230.png
231,Phanpy,ground,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/231.png
232,Donphan,ground,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/232.png
233,Porygon2,normal,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/233.png
234,Stantler,normal,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/234.png
235,Smeargle,normal,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/235.png
236,Tyrogue,fighting,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/236.png
237,Hitmontop,fighting,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/237.png
238,Smoochum,ice,psychic,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/238.png
239,Elekid,electric,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/239.png
240,Magby,fire,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/240.png
241,Miltank,normal,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/241.png
242,Blissey,normal,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/242.png
243,Raikou,electric,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/243.png
244,Entei,fire,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/244.png
245,Suicune,water,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/245.png
246,Larvitar,rock,ground,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/246.png
247,Pupitar,rock,ground,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/247.png
248,Tyranitar,rock,dark,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/248.png
249,Lugia,psychic,flying,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/249.png
250,Ho-Oh,fire,flying,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/250.png
251,Celebi,psychic,grass,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/251.png
252,Treecko,grass,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/252.png
253,Grovyle,grass,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/253.png
254,Sceptile,grass,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/254.png
255,Torchic,fire,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/255.png
256,Combusken,fire,fighting,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/256.png
257,Blaziken,fire,fighting,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/257.png
258,Mudkip,water,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/258.png
259,Marshtomp,water,ground,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/259.png
260,Swampert,water,ground,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/260.png
261,Poochyena,dark,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/261.png
262,Mightyena,dark,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/262.png
263,Zigzagoon,normal,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/263.png
264,Linoone,normal,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/264.png
265,Wurmple,bug,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/265.png
266,Silcoon,bug,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/266.png
267,Beautifly,bug,flying,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/267.png
268,Cascoon,bug,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/268.png
269,Dustox,bug,poison,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/269.png
270,Lotad,water,grass,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/270.png
271,Lombre,water,grass,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/271.png
272,Ludicolo,water,grass,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/272.png
273,Seedot,grass,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/273.png
274,Nuzleaf,grass,dark,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/274.png
275,Shiftry,grass,dark,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/275.png
276,Taillow,normal,flying,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/276.png
277,Swellow,normal,flying,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/277.png
278,Wingull,water,flying,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/278.png
279,Pelipper,water,flying,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/279.png
280,Ralts,psychic,fairy,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/280.png
281,Kirlia,psychic,fairy,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/281.png
282,Gardevoir,psychic,fairy,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/282.png
283,Surskit,bug,water,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/283.png
284,Masquerain,bug,flying,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/284.png
285,Shroomish,grass,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/285.png
286,Breloom,grass,fighting,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/286.png
287,Slakoth,normal,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/287.png
288,Vigoroth,normal,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/288.png
289,Slaking,normal,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/289.png
290,Nincada,bug,ground,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/290.png
291,Ninjask,bug,flying,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/291.png
292,Shedinja,bug,ghost,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/292.png
293,Whismur,normal,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/293.png
294,Loudred,normal,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/294.png
295,Exploud,normal,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/295.png
296,Makuhita,fighting,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/296.png
297,Hariyama,fighting,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/297.png
298,Azurill,normal,fairy,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/298.png
299,Nosepass,rock,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/299.png
300,Skitty,normal,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/300.png
301,Delcatty,normal,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/301.png
302,Sableye,dark,ghost,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/302.png
303,Mawile,steel,fairy,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/303.png
304,Aron,steel,rock,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/304.png
305,Lairon,steel,rock,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/305.png
306,Aggron,steel,rock,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/306.png
307,Meditite,fighting,psychic,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/307.png
308,Medicham,fighting,psychic,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/308.png
309,Electrike,electric,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/309.png
310,Manectric,electric,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/310.png
311,Plusle,electric,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/311.png
312,Minun,electric,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/312.png
313,Volbeat,bug,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/313.png
314,Illumise,bug,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/314.png
315,Roselia,grass,poison,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/315.png
316,Gulpin,poison,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/316.png
317,Swalot,poison,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/317.png
318,Carvanha,water,dark,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/318.png
